장소 이름,위도,경도
제로마트 상신점,126.900711411505,37.09876890177
금강 철물공구할인마트,126.912416225496,37.0859036640757
뉴월드마트 공단점,126.904316473418,37.083763674207
통큰마트,126.90553808120178,37.08178770707367
정원마트,126.912737589297,37.0793008634105
CU 발안산업단지점,126.908177818829,37.0863041372311
하나은행365 태국마트,126.904819230847,37.0837442552241
발안농협하나로마트 양감점,126.946753935817,37.0808257993801
성대할인마트,126.941564699582,37.0868812464939
공단제이마트,126.942155329302,37.0866878061893
공단마트사료,126.942159823412,37.0866941158647
조이할인마트 대양점,126.94068976956,37.0881846589277
성원볼트공구,126.899848051325,37.1120102413016
노브랜드 화성향남점,126.91194419318204,37.11670537799929
GS더프레시 향남하길점,126.910228155072,37.1149298951733
진로식자재마트,126.916251486376,37.1175969481412
서봉미래도마트,126.90533690652342,37.11693816769251
발안재활용마트,126.89853037327902,37.131539671650216
CU 화성향남점,126.90032324785204,37.13229898579379
발안농협하나로마트 평리점,126.9098366109546,37.129156489814726
제로마트 발안점,126.908841350228,37.1332825931218
발안 바다마트,126.901581131256,37.1299347488606
바란할인마트,126.902105006866,37.1321049401318
마리암할랄푸드마트,126.910281544183,37.1335684273828
향남월드마트,126.910938646055,37.1298493387629
타이어2마트,126.9075781786035,37.1281050128306
할랄마트,126.909798277935,37.131112666856
베트남논곡아시아마트,126.909126474378,37.1329530234099
제로마트 발안점 주차장,126.909045953433,37.1334683690082
중국식품한국마트,126.908549175218,37.132922844419
제로마트,126.909224296722,37.1330269854287
D&T베트남마트,126.909959143888,37.1340160106146
화장품DC마트,126.908000770963,37.1322655459683
주공쌀마트,126.901544067773,37.1298779511627
예스마트 발안점,126.911378195613,37.1312156785026
친환경마트,126.907609587814,37.1318903999605
포린푸드마트,126.910361640019,37.1343605212068
발안농협하나로마트평리점 전기차충전소,126.909869320992,37.129093440318
쏘리마트 발안점,126.908810319253,37.1291304750694
덕산마트 발안지점,126.910960342466,37.1343834989556
캄진아캄코마트,126.909840593984,37.1333878804813
고향마트 발안1호점,126.909692691222,37.133786037194
CU 발안우림점,126.90414832407808,37.13064148300584
타이어테크 타이어2마트,126.907578177508,37.1281059138923
BYC 발안마트점,126.908023261495,37.1322799804114
IBK기업은행365 제로마트,126.908904567847,37.1331204505938
하모니마트 부영점,126.9183705838868,37.10990783776633
휴대폰마트 향남점,126.920779287349,37.1121351027411
원(할인)마트,126.944190582774,37.1180404959952
홈플러스 화성향남점,126.921741219627,37.13074721178
노브랜드 화성향남행정점,126.9263038999406,37.125693372324754
홈마트 발안점,126.918949641045,37.131349047724
한마음할인마트,126.917269626678,37.1239393496352
스마일마트,126.927623743554,37.1317457218602
우미마트,126.917173234374,37.1297853779256
CU 향남중앙점,126.92294158025008,37.131158882499086
CU 화성에덴점,126.922418423138,37.1244005709182
아울렛디씨백화점,126.91918371171,37.1313582181489
해피마트 동오점,126.959243389633,37.1306002414513
뉴굿모닝할인마트,126.988142302732,37.1064689428447
비비월드마트,126.971449097051,37.0889565549648
수원축협 축산물유통센타,126.99837503932712,37.12676330246676
포유25 향남IC점,126.980316389139,37.1249505424581
GS더프레시 화성스타힐스점,126.8203630264323,37.19437767158197
아워식자재마트,126.822139876725,37.1926629478063
굿마트 마도본점,126.79073922068716,37.192505322689726
난간마트,126.821869981811,37.171385065246
하이플러스마트,126.817579495609,37.1406705022494
마도바이오마트,126.766032564676,37.1721637993545
하나은행365 굿마트마도점,126.79040592709,37.1924731967322
다농식자재마트,126.8804753773574,37.167541778620425
노하할인마트,126.849648692547,37.1584735834164
노하마트,126.86205206851136,37.157539855952464
태을마트,126.883468218159,37.1901783511428
기산홈마트,126.823341067635,37.1953228474597
다래마트,126.876031145698,37.1704305038965
KS마트 노하공단점,126.847569904018,37.1554001235834
화성남양농협하나로마트 본점,126.815294032593,37.2084731187943
마도농협하나로마트 본점,126.77141662203034,37.20443916908859
장수식자재마트,126.816341168839,37.2077647199633
진로식자재마트 남양점,126.82113628400356,37.21130777469725
K1식자재마트,126.779846237519,37.2070681777104
오토마트 경기남부보관소,126.817242032406,37.2172523548279
은하수마트,126.81317754678,37.2079093470224
배관자재마트,126.799563240854,37.2033367929504
월드폰마트,126.813980211426,37.2081313673068
중고밧데리할인마트,126.760459937911,37.2110600508539
농민마트 마도점,126.77781116813,37.205734429595
진로식자재마트 남양점 주차장,126.821260557153,37.2111592891918
윤활유마트 송산점,126.76023794333776,37.21143533877415
VN마트,126.816037620164,37.2079768966259
달방아시아마트,126.81830514952,37.2099230587102
CU 남양드림점,126.817782969013,37.2096987964058
계양전동공구 마도공구마트,126.77546880122,37.20738974537
노루페인트 페인트마트,126.800849700394,37.2041751369097
NH농협은행 365코너 남양농협하나로마트,126.81530305358,37.2084695286625
노브랜드 화성남양점,126.825621846337,37.1987718464355
서화성농협하나로마트 비봉점,126.86865470474444,37.23557664220292
와마트 화성점,126.82529524852228,37.20950016957577
하모니마트 남양점,126.823148543368,37.2044628193737
화성홈마트,126.831043854222,37.2080533133856
형경홈마트,126.825715617767,37.2040386251044
남양 낚시마트,126.824183713743,37.2185675796154
IGA마트 화성비봉점,126.873018620756,37.2292731759683
굿초이스 장난감할인마트 본점,126.8394471639184,37.22160776305032
리더낚시할인마트 남양점,126.853807829972,37.2248250777606
세일도매마트,126.843845736178,37.2599287722806
비봉할인마트,126.873493064422,37.2366658676401
윤활유마트,126.864294377349,37.205511859767
펫마트 화성남양점,126.824570261643,37.2126870098176
조이 할인마트,126.843033435311,37.2173037582834
IGA마트 화성남양점,126.842367763992,37.223170498345
마마트편의점카페,126.863157604361,37.2349081491741
농협하나로마트 주차장,126.868973802542,37.2354751774945
CU 화성자안점,126.8753930337755,37.19766238318932
CU 현대문화관점,126.823339517973,37.1979214770533
IBK기업은행365 굿마트화성북양점,126.851984477036,37.214565281372
성진배터리할인마트,126.891287033859,37.1475045514759
21세기할인마트 향남점,126.91229972505276,37.1381806689182
해성포장용기마트 향남점,126.915686501611,37.1410575104058
팔탄농협하나로마트 본점,126.90293943681084,37.16165407625844
소양할인마트,126.905600446613,37.1656497109904
CU 화성팔탄점,126.904024463243,37.1618748179348
애그로마트,126.916588280939,37.1418736082448
구구마트,126.93010176101,37.1636519315214
진우마트,126.930681422641,37.1601273348088
덕산대마트,126.938066476648,37.1632310624911
국군복지단 덕산대마트,126.94057705418888,37.161905991282666
더원식자재마트,126.89195289270904,37.17001358373958
IGA마트 기천풍경점,126.911663220667,37.1957748379199
토탈생활용품전문디씨마트,126.890900220654,37.1754261615912
커피&마트,126.89552951239206,37.19167633760259
월척낚시할인마트,126.93802513563,37.1890372683416
다농할인마트,126.93750473297597,37.19459919537086
전국조화꽃마트,126.937220505026,37.1801092003207
당하마트,126.93771082279044,37.18366321823529
예스마트 편의점,126.938595618357,37.1855090389594
정남농협하나로마트 본점,126.985957286316,37.1686095057964
정남해나온식자재마트,126.983511957877,37.167636049469
바른식자재 창고형할인마트,127.000504415833,37.1678678659729
경기마트,126.988774815124,37.1809326449567
정남열쇠도장DC마트,126.982558642963,37.1612420100893
메가마트,126.983060697316,37.1917986771019
수성마트,127.004591329205,37.1644626833581
스타마트,126.980429704991,37.135006419741
돌고지마트,127.00457731926,37.1935118004312
동남홈마트,126.98366167853,37.1625324819635
싱싱마트 정남점,126.9832361367575,37.17259542563069
커피마트,126.981871834957,37.1708868221609
스팟마트 수원과학대,126.983925633292,37.1920330714298
CU 수원과학대점,126.979978836782,37.1931209422925
세븐일레븐 화성동오점,126.95577921428944,37.13879776129169
IBK기업은행365 럭키마트,126.983253027527,37.1725918237946
서화성농협하나로마트 매송점,126.91047960286416,37.2499737976169
매송마트,126.926487872336,37.2494513998796
이지바이 봉담(2025년5월예정),126.945137648296,37.2244250399847
이지바이 봉담신도시점(2025년3월예정),126.945216535083,37.2244070555375
ABC마트 ST화성봉담점,126.94173455139146,37.20278290332006
쌍학마트,126.89160808127,37.2473882489404
천천마트,126.94531400417,37.245464557161
후레쉬할인마트 천천점,126.946340005067,37.2449613424198
생큐마트 왕림점,126.940017694632,37.1987047875836
국군복지단 전승마트,126.93137557151398,37.247748656435455
한송이공인중개사사무소,126.927182520083,37.249109432289
포그니킹파워마트,126.961318271463,37.2107345808962
밧데리DC마트,126.97206018462272,37.19819046333343
쌍용할인마트,126.970681913071,37.2116770638646
메가마트 수원대매점,126.97869601306274,37.20902698515325
수기마트수기식당,126.972051767159,37.1996357488682
스팟마트 수원대복지관,126.972748144908,37.2114369768587
스팟마트 수원대생과대,126.974720347874,37.2093496805662
노브랜드 화성봉담점,126.95678530310168,37.22003544914306
농협하나로마트 봉담점,126.95882372619992,37.217562795807886
롯데슈퍼 화성봉담점,126.9514463343252,37.21753360069837
일등킹식자재마트,126.9575966350384,37.21984652212599
탑식자재마트 봉담점,126.957590983883,37.2198780568121
이수할인마트,126.951422705953,37.2174843036204
오렌지식자재마트 봉담점,126.94917557065358,37.21832674268305
신봉담카타이어마트,126.956035077748,37.221703014152
수협바다마트 수원유통센터점,126.959065932137,37.2176133385135
농협하나로마트 봉담점 주차장,126.959076087227,37.2175854094978
수원농협 하나로마트 봉담점 전기차충전소,126.95908960187144,37.21759532570741
CU 화성한울점,126.948148754992,37.2205753156081
엠마트,126.952580847413,37.2175965030283
크린에이드 하나로마트봉담점,126.959054675209,37.217595313639
헬로방방 봉담하나로마트점,126.959065937979,37.2176025259253
이마트 화성봉담점,126.97289064867654,37.22247936897568
이마트에브리데이 봉담2호점,126.97400228151744,37.21396740706758
롯데슈퍼 화성와우리점,126.96899089606708,37.21448430475646
중앙식자재마트 기안점,126.972049016603,37.2284711426804
남수원할인마트,126.975975505106,37.2158663352997
서림마트,126.972090713574,37.2284594388953
우림마트,126.9732446743254,37.22501950459285
스포마트 봉담점,126.966094812764,37.2159783524259
봉담골프마트,126.97642163323724,37.21955622146817
신일마트&축산,126.976450945607,37.2231216768424
보우텍난로마트,126.973874399772,37.2189006244072
CU 화성효성점,126.975335325435,37.2166266894473
CU 화성캠퍼스점,126.97594000884553,37.21411468762192
퍼니마트,126.9798011068812,37.20495532994346
학사할인마트,126.980718938201,37.2059340243697
그린마트세탁소,126.980655149501,37.1998690364785
스팟마트 수원대푸드피아,126.979478662426,37.2101182954281
스팟마트 수원대인문대학,126.979478662426,37.2101182954281
스팟마트 수원대종강동,126.979478662426,37.2101182954281
소망슈퍼,126.98119566729,37.2095779501869
나들가게 소망마트,126.981190027172,37.2096076839565
롯데슈퍼프레시 화성안녕점,126.99933538470036,37.20412808298826
신한마트,127.006474679601,37.2011958862482
농민마트 기배점,126.980102012695,37.2215977724134
풍성할인마트,126.985045802397,37.223043781603
마트킹 수원대점,126.9796396863102,37.21458482823552
마트킹수원대 주차장,126.97939068446968,37.21465236390002
신세계할인마트,126.9884851893498,37.21940933549406
스팟마트 수원대인문대,126.979049654551,37.2134340847765
수영진로마트,126.9548090738898,37.23701675400096
마트킹센트럴,126.963025724349,37.2577454335986
두배로행복마트,126.960549898193,37.258423119961
노브랜드 수원호매실2점,126.96428735089724,37.259672250643085
노브랜드 수원오목천점,126.96654482276875,37.24039957328709
GS더프레시 수원오목천점,126.963659669938,37.242782889574
홈플러스익스프레스 수원오목천점,126.963410677156,37.2449417171876
중앙식자재마트 호매실점,126.964230391601,37.2561617697154
GS더프레시 오목천점,126.963442238421,37.2426017125292
하이웨이클럽 오목천점,126.966074016,37.2473140602374
엠케이홀딩스,126.974549634658,37.24803251569254
마트킹 서수원점,126.9741405330026,37.24790718185977
마트킹서수원점 주차장,126.974139405885,37.2479071816136
서수원할인마트,126.978319074893,37.2468051419526
SO마트,126.972896882396,37.236544720404
코리아배터리할인마트,126.97831681681768,37.24681865721083
중앙식자재마트 호매실점 주차장,126.964153740941,37.2561581423613
정민할인마트,126.968623681935,37.2415264494093
중부마트,126.967468750916,37.2435264585777
중앙식자재마트 호매실점 제2주차장,126.964640872304,37.2558086840168
웰빙마트 오목천점,126.9643956148,37.2404151654481
수원 중앙식자재마트 전기차충전소,126.96476611215616,37.25797843340136
CU 수원휴먼스카이점,126.976120235181,37.2428040787922
대원할인마트,126.984963084308,37.2480838534059
배터리마트 한국전자,126.984670338311,37.2521403172269
한스마트,126.984468013926,37.2493722831284
에스할인마트,126.980990361424,37.2510693432859
뉴그랜드마트,126.983457682281,37.2512679433931
아이마트몰,126.985616485153,37.2557446107341
우먼로드(엄마홈마트),126.979823962852,37.2502546063365
BYC 고색마트점,126.980279583395,37.2492923677511
수원농협하나로마트 세류점,127.008923664474,37.2597674045985
수원농협하나로마트 세류점 주차장,127.008837971658,37.2596097285314
월드할인마트 우성점,127.008819365935,37.2547287788431
해솔마트,126.55159949278712,37.28087053794504
OK낚시할인마트,126.570985176914,37.2715364949754
히트피싱낚시마트,126.571282786293,37.2707482670738
주식회사케이엘마트 전기차충전소,126.5708389566645,37.27226940680295
판촉마트,126.629976560149,37.3833007962204
반달섬더스테이스마트캐슬모델하우스,126.73546061858,37.3021957828825
CU 안산지식산업센터점,126.73682228936674,37.31959505255062
세븐일레븐 안산스마트허브점,126.73818264059663,37.32096493437485
홈플러스 메가푸드마켓 인천송도점,126.65641725778652,37.3801423053251
이마트에브리데이 인천대입구역점,126.636863697338,37.3824859990499
롯데슈퍼프레시 시흥거북섬점,126.68738877265,37.3225644147715
GS더프레시 송도센트럴시티점,126.65330158666448,37.37436758233489
자연들마트,126.689371328014,37.3455206197037
해모로마트 송도점,126.67367767252584,37.38404305288893
ABC마트 GS송도트리플스트리트점,126.66011837286324,37.38040078057149
ABC마트 ST송도현대아울렛점,126.65788139471478,37.382443249906565
IGA마트 송도비알씨점,126.64683866971244,37.37086421184457
에덴마트(송도),126.653861684364,37.3750801283813
직판장마트,126.68808495008348,37.34547398578359
에브리데이진로식자재마트 거북섬점,126.68305973549,37.3255262954352
해와달마트,126.68967137499952,37.3452835362401
햇빛촌마트 오이도점,126.690745110107,37.3462702685664
선창마트,126.687807052249,37.3449939068117
시화마트,126.687710031544,37.3433501786502
방글이마트,126.689343958509,37.3423020813832
썬디씨 마트,126.689295150491,37.3431921675087
영광마트,126.691927123834,37.3475564136817
쎄븐마트,126.690437616167,37.3430978515874
스팟마트 삼성바이오로직스매점,126.658377721803,37.3673651974595
스팟마트 삼성바이오로직스카페,126.657770035907,37.3671913454866
CU 송도IT센터점,126.661283622284,37.3816502345285
CU 오이도점,126.687968510687,37.3447033012945
세븐일레븐 오이도해피점,126.687402143792,37.3424843800275
동키마켓 오이도직판장마트,126.68811373420648,37.34533620466551
나들가게 직판장마트점,126.688089260036,37.3452505426512
홈플러스 메가푸드마켓 시화점,126.725080411202,37.3452233528729
마트앤마트,126.714798086881,37.3520720397543
리더마트,126.698061415756,37.3421156128976
보람전기조명마트,126.726320474968,37.335646500938
조명마트 빛나파워텍,126.726644335208,37.3359572034346
요진마트,126.725989597188,37.3509343666892
라성마트,126.725991255308,37.3442667732097
한아름할인마트,126.715540160142,37.3516305218225
대림싱싱마트,126.725755979929,37.3506202682208
에어마트,126.727404589017,37.3404136405752
농수산물할인마트,126.714798141419,37.3520576234737
마루편의앤마트,126.724710576375,37.3377115269965
부동산마트 공인중개사사무소,126.722181327704,37.3528248469581
베어링 마트,126.727175264098,37.3351763361666
CU 시흥메가점,126.715714003262,37.35162283049456
롯데마트 시화점,126.7298949482624,37.33701166417248
롯데마트 시화점 야외주차장 전기차충전소,126.73072379189637,37.337169431416434
GS마트시화점,126.730120848122,37.3369527118117
하이파킹 롯데마트 시화점 주차장,126.73015810902604,37.336946489602255
롯데하이마트 시화롯데마트점,126.729904072536,37.336984654152
크린토피아 롯데마트시화점,126.730120848122,37.3369527118117
하나투어 디케이여행사 롯데마트시화점,126.730041264359,37.3371183194654
엘지생활건강,126.730120848122,37.3369527118117
더페이스샵 롯데마트시화점,126.729881400584,37.3370134352992
그린존 롯데마트 시화점,126.730003916641,37.3368335092784
무인민원발급창구 롯데마트시화점,126.729953723678,37.3369847674907
감탄떡볶이 롯데마트시화점,126.730116334383,37.3369527015154
민팃ATM 롯데마트시화점,126.730678145309,37.3376279509276
롯데ATM 롯데마트 시화1층 1,126.730152934237,37.3368158286845
롯데ATM 롯데마트 시화1층 2,126.730152934237,37.3368158286845
체이스컬트 롯데마트 시화점,126.730175322397,37.336866337335
롯데JTB 롯데마트시화점,126.7301753223969,37.33686633733503
베트남아시아마트,126.750031677226,37.3371234996074
하모니마트 유천점,126.750280530642,37.3359211516477
CU 시화비전점,126.74822501359,37.3371295800299
CU 시화평안점,126.74897365535352,37.336306729495874
유씨마트,126.7077892970804,37.36016055520729
GS더프레시 배곧신도시점,126.71362443646576,37.36331759886302
에이스식자재마트 정왕점,126.723523740361,37.3542516126708
베스트마트 식자재 정왕점,126.723521482975,37.3542516073948
B마트,126.725981810149,37.3673582306331
아울렛마트 본점,126.72258700491,37.3542277949898
우리마트 (휴업중),126.72018707013429,37.36160964623983
조은할인마트,126.72731239386,37.3596665585098
그랜드마트,126.723615139041,37.3557979859884
계룡마트,126.72002012992,37.3561066925789
서해그린마트,126.728639377636,37.3610499801297
아울렛마트 정육점,126.722609870523,37.3541485583585
메가복권마트,126.72365069949944,37.35411765048694
한일뉴마트,126.725252073323,37.3575786211539
본전낚시마트,126.704154566666,37.3846025660663
이마트에브리데이 시흥배곧점,126.72692004608,37.3769797214569
홈플러스익스프레스 시흥배곧점,126.728545262826,37.3708817371719
팜마트,126.726835932349,37.3777580103424
도매폰마트 배곧점,126.727496807427,37.3773414606711
코스트코 송도점,126.633069608184,37.3899491383037
이마트에브리데이 인천송도점,126.6255333199328,37.41033173046717
GS더프레시 송도마리나점,126.61241699866798,37.41078952276436
GS더프레시 송도랜드마크점,126.61954334291762,37.414803261740445
GS더프레시 송도포레스트카운티점,126.61811719462798,37.40913308582833
랜드로마트,126.62255253424878,37.41572022827495
송도홈마트,126.623867850796,37.4158586713769
제일킹마트 송도2호점,126.627066213261,37.4116772854792
마리나베이폰마트,126.612447137073,37.4139287545832
중구농협하나로마트 본점,126.533338175422,37.4921827062179
롯데슈퍼프레시 인천중산점,126.55995162784929,37.48607063209728
GS더프레시 영종하늘도시점,126.560772485743,37.489356033534
진로쇼핑,126.55918552317198,37.488103137682046
진로마트 하늘도시점,126.56284955130916,37.48898171298093
오토마트 인천보관소,126.51552472261442,37.50520700252903
일등킹식자재마트 주차장,126.550022308338,37.4941278191526
큐월드마트,126.53793210765588,37.49389644456763
건자재마트,126.536032552931,37.4867377635901
더싼마트,126.558556813576,37.4863798781317
중구농협하나로마트 주차장,126.53397679746124,37.49295287866545
크린토피아 인천영종진로마트점,126.562856408998,37.4889691243423
IBK기업은행365 진로마트 인천영종도,126.562860931785,37.4889691410771
그린존 하나로마트영종하늘도시점,126.560798192868,37.4890209567896
동양루어낚시마트,126.602750225813,37.4552799779636
ITF마트,126.600824755791,37.4539255830601
21세기마트,126.598890039948,37.4754737923535
연안마트,126.603636512947,37.455242408477
삼복마트,126.602209512038,37.4549420834571
하이원마트,126.597372778611,37.4742288502734
복권라이프마트,126.60416974995282,37.452497023762206
크랩마트,126.607530155986,37.4582602621586
배마트,126.606537672889,37.4563405198772
성한할인마트,126.60495138950516,37.45472963289206
인천밧데리할인마트,126.604376275865,37.4562008559397
CU 연안비취점,126.60547566375,37.4536808094956
한사랑할인마트,126.634225274291,37.4523316734326
IGA마트 인천항점,126.62637143425,37.4571581321367
CU 씨팰리스점,126.63071711008426,37.45787097338492
동일마트,126.615431038019,37.4765054751196
알짜마트,126.618547226674,37.4784221015712
한그루마트,126.61754681032,37.4757338745599
동화마을마트,126.619368925349,37.4775742034658
이마트 동인천점,126.629100900982,37.4665552229232
굿모닝마트 경동점,126.633546339574,37.4719571082315
하모니농민마트 송현점,126.634736041879,37.4783687402625
중부할인마트,126.628446531447,37.4754370823054
중국우리할인마트,126.62895274863462,37.47274466770615
후레쉬24시마트,126.630566025036,37.4747950045325
유성마트,126.63391304855742,37.476502915365295
더(The) 조은마트,126.623872443391,37.4722799047852
장터소비자마트 동인천점,126.629662690087,37.4764103815555
엘림마트,126.634800196364,37.4705283910544
오렌지할인마트,126.634623764141,37.4772799794213
아울렛마트,126.632981183601,37.4673169757171
중국마트 원창무역,126.625604854677,37.4703608589741
터줏골마트,126.620927166248,37.4734778395998
경동마트,126.633188964177,37.47268130880549
쌈지마트,126.6335450101073,37.47570258310685
복권왕국,126.63101189406603,37.47769312835717
희망슈퍼,126.629968811027,37.4812767645708
화수할인마트,126.6285109438912,37.47978192893386
세이브마트,126.6226139865962,37.48514223298735
화도마트,126.629513892823,37.4836503851699
SK마트,126.624015330079,37.4798632150517
조아라마트,126.627183924409,37.4819996251432
코아마트 인천2호점,126.631982620498,37.4819281732364
공원미니마트,126.628736578108,37.4807935648327
현전당포.행복DC마트,126.62789306382,37.4794430090296
코사마트 우리쇼핑,126.631177736538,37.4846647149522
중구농협 화수지점,126.62843433851651,37.48041148998169
SD마트,126.635112052296,37.4810224591344
성도마트,126.6351074729894,37.4810341580471
롯데마트 송도점,126.643227360069,37.3882214329756
노브랜드 인천송도점,126.6473195049271,37.397404269163424
홈플러스익스프레스 인천송도점,126.63913809699253,37.39631368057773
GS더프레시 송도점,126.649167603294,37.3919694218077
GS더프레시 센트럴파크점,126.639988142354,37.3956765494089
GS더프레시 송도더샵점,126.6399135643368,37.398990263227134
송도식자재마트,126.645936539342,37.3961008691637
IGA마트 송도점,126.645168098477,37.3856647747256
송도폰마트,126.648755345525,37.3922276911966
롯데마트 송도점 주차장,126.643299474757,37.3882540871919
송도마트 주차장,126.645999996913,37.3960551072681
부동산마트,126.650143007649,37.3949456709326
아모레퍼시픽 롯데마트송도점,126.643227394225,37.38821422493
송도 반찬마트,126.636538280771,37.3975031695549
다이소 롯데마트송도점,126.643231893919,37.3882178425798
CU 송도힐스테이트점,126.64863596909856,37.39506103780735
롯데하이마트 송도롯데마트점,126.643335404077,37.3882974444545
CU 송도포스코1호점,126.649218113191,37.3917929720912
CU 송도자이점,126.642161058329,37.3968427544005
토이저러스 롯데마트송도점,126.643380844984,37.3882399163108
바르미샤브샤브앤칼국수 송도롯데마트점,126.643326285154,37.388315437322
네이처리퍼블릭 롯데마트송도,126.64323185205949,37.38827433631797
엔제리너스 롯데마트송도점,126.643222843296,37.3882214193484
모두투어 송도 롯데마트점,126.643324031036,37.3883145294959
SK브로드밴드 롯데마트송도점,126.643227360069,37.3882214329756
나뚜루 롯데마트송도점,126.643380844984,37.3882399163108
워치팍 롯데마트송도점,126.643326285154,37.388315437322
감탄떡볶이 롯데마트송도점,126.643326285154,37.388315437322
민팃ATM 롯데마트송도점,126.643326285154,37.388315437322
롯데ATM 롯데마트 송도2층 1,126.643380793771,37.3882507283792
롯데ATM 롯데마트 송도1층 1,126.643380793771,37.3882507283792
GS더프레시 송도그린워크점,126.642703237515,37.4015801387
에비뉴마트,126.647117922766,37.4013771526072
희마트,126.646407664934,37.4160075231414
GS더프레시 송도캠퍼스점,126.66502946134224,37.38710486483182
롯데슈퍼프레시 인천송도점,126.65276029828038,37.395777816966415
송도제일마트,126.65233007193063,37.394789938368056
동남마트,126.6688760406202,37.4005868235749
에이스마트 송도점,126.652429734421,37.3949731379664
한진마트,126.658775146662,37.3890349865681
CU 송도뉴타운점,126.65170864824938,37.3948556859603
CU 송도밀레니엄점,126.65122437741697,37.39578681188994
리퍼가구마트,126.69408742049642,37.396728100862056
리퍼브마트 인천점,126.646033370283,37.4244903487708
베스트식자재마트,126.646068690637,37.4246670530952
경북마트,126.65026121239993,37.418352612990624
글로리아할인마트,126.6472518435947,37.42773403337542
코사마트 럭키점,126.642148967541,37.4250300739008
송도마트,126.645964542492,37.4165531127115
종로떡마트,126.64649579189884,37.4246557168763
생큐마트 백산점,126.646688962034,37.4224956645149
방실마트,126.647916044211,37.4267953562126
한국할인마트,126.650227880866,37.4243046109885
CU 송도유원지점,126.650101521479,37.4184404398491
CU 옥련1호점,126.64490275587904,37.425629442485
남인천농협하나로마트 본점,126.657267084109,37.425604667901
GS더프레시 송도파크자이점,126.65594261328228,37.41185945205715
GS더프레시 인천동춘점,126.66616359524473,37.4086514046954
하나식자재마트,126.666148130701,37.4238424719808
연우마트,126.66284947589295,37.42782910439091
싱싱할인마트,126.661983094936,37.4290457006865
용희할인마트,126.660879247507,37.4303003528503
청학고기마트,126.661988246127,37.4289051574123
담아담아할인마트,126.6528895142592,37.42358353642112
생큐마트,126.652329614476,37.4271508041901
다온나마트 연수청량타윤점,126.655092938252,37.4222582876136
CU 청학제일점,126.663625995581,37.4285097793598
드림홈마트 용현점,126.641533602044,37.4446198022164
홈플러스 메가푸드마켓 인하점,126.650989465154,37.4471493065504
GS더프레시 학익점,126.66422890306254,37.4422604848799
세계로식자재마트,126.654197944545,37.4434357635667
세계로식자재마트 주차장,126.65436081986,37.4436488784474
빅토리할인마트,126.661782760553,37.4414286350321
삼성아울렛DC마트,126.664583521815,37.4430665449302
학익마트,126.660797524452,37.4393967347297
원흥참조은할인마트,126.659787565131,37.4388442151883
SK부동산마트,126.657619993496,37.445355868047
CU 인천동원베네스트점,126.710612869181,37.4002953848454
CU SK논현제일주유소점,126.710389215682,37.3985432573932
홈플러스 인천논현점,126.7253248519615,37.40046382681697
노브랜드 인천논현역점,126.72362657039622,37.39945162964786
이마트에브리데이 인천논현점,126.725233635082,37.3985354347777
홈플러스익스프레스 인천한화점,126.72630240190396,37.391596459723424
세이브마트 논현점,126.72753215474212,37.397528008216455
ABC마트 ST인천논현뉴코아점,126.725520839291,37.4006084449082
시골한우장터벼루,126.726254940738,37.3984368894906
초록마을 인천한화지구점,126.726751713714,37.3916335396207
홈플러스익스프레스 인천논현점,126.711080166728,37.4021310006335
홈플러스익스프레스 인천논곡점,126.7114622949406,37.4093941348434
대박로또마트,126.709569425942,37.4026066410304
엠식자재할인마트,126.7108658792831,37.40175835635982
월드할인마트,126.69576543585544,37.40906465809184
에이스식자재마트,126.71298356238692,37.4132974378492
남동아시아마트,126.694008804784,37.4096746181719
남동행운마트,126.694078560426,37.4069645403297
47마트,126.702014358558,37.4155228393292
논곡마트,126.712778340527,37.4140898338251
끄라띱 타이 마트,126.712822362246,37.413802516569
누씨마트,126.701696135767,37.4068939031272
국도할인마트,126.70414337887956,37.41215658405146
CU 논현아이플렉스점,126.72277198264976,37.40180849557863
CU 논현대진점,126.71005517686,37.4019951409423
CU 남동예성점,126.69592467941656,37.409348887994895
CU 논현하늘점,126.71427890788408,37.40207209819768
CU 논현주공점,126.7113973263516,37.40247956815236
홈플러스익스프레스 시흥월곶점,126.73810586898104,37.38952921896998
홈플러스익스프레스 인천한화2점,126.734269092234,37.3983866939652
홈플러스익스프레스 인천논현2점,126.731750908336,37.4065406307981
GS더프레시 배곧중흥점,126.73117424057,37.3833173440484
월곶식자재,126.739655065827,37.3902138112918
이조식자재마트,126.735670279391,37.4020245445657
월곶리퍼반품마트,126.73590538544882,37.38780878189735
티마트 소래점,126.734915166928,37.4022120679612
이조식자재마트 주차장,126.735728375882,37.4022048781382
논현홈마트,126.73615795099,37.4046692216642
풍림한아름마트,126.743850839575,37.3890300229721
동산주공마트,126.729150823895,37.4059148029327
바른마트,126.734406815778,37.3839995130338
풍림할인마트,126.742482404581,37.3863348005202
등대할인마트,126.73530515575392,37.40950037498721
나이스파크 이조식자재마트 주차장,126.73573515235913,37.402204893283816
월곶식품마트,126.740997240536,37.3860900834426
CU 논현단풍점,126.73248238192733,37.40634496518817
IBK기업은행365 논현현대식자재마트,126.736161361455,37.4046629221473
포인트낚시할인마트,126.751937588955,37.3899446797854
홈플러스익스프레스 인천남촌점,126.716224273359,37.4300821633927
GS더프레시 인천도림점,126.72959887194509,37.41952568741135
그린빌마트,126.728115542492,37.4186041502209
